id_registro,titulo,autores,ano,periodico,doi,url,url_pdf_aberto,resumo,fontes,consultas_busca,pontuacao_relevancia,status_pre_triagem_ia,escore_aderencia_ia,recomendacao_ia,confianca_ia,bloco_tematico_ia,criterio_inclusao_ia,criterio_exclusao_ia,justificativa_ia,decisao_titulo_resumo,motivo_exclusao_titulo_resumo,texto_completo_local,decisao_texto_completo,motivo_exclusao_texto_completo,incluir_final,observacoes,pais_contexto,objetivo_estudo,desenho_metodo,amostra_base,achados_principais,limitacoes,contribuicao_pergunta
pubmed:30676105,A limb to stand on? A scoping review of employability assessment in Australian total and permanent disability insurance claims.,Black M; Matthews LR; Millington MJ,2020,Disability and rehabilitation,10.1080/09638288.2018.1542462,https://pubmed.ncbi.nlm.nih.gov/30676105/,,,pubmed,pubmed:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_1,0.0,CONCLUIDA,78.0,PRIORIDADE_ALTA,83.0,Benefícios por incapacidade e avaliação médico-pericial,"Estudo de revisão sobre assessment em claims de seguro por invalidez total e permanente, diretamente ligado à avaliação de elegibilidade/incapacidade.",Nenhum critério de exclusão claramente aplicável pelo título.,"O título aponta revisão de escopo sobre avaliação de empregabilidade em pedidos de seguro por invalidez total e permanente na Austrália. Tem aderência clara ao eixo de avaliação de incapacidade e decisão em claims, potencialmente útil para desenho de critérios e fluxos.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
pubmed:28427338,'Working is out of the question': a qualitative text analysis of medical certificates of disability.,Aarseth G; Natvig B; Engebretsen E; Lie AK,2017,BMC family practice,10.1186/s12875-017-0627-z,https://pubmed.ncbi.nlm.nih.gov/28427338/,https://bmcfampract.biomedcentral.com/track/pdf/10.1186/s12875-017-0627-z,,pubmed,pubmed:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_2,0.0,CONCLUIDA,78.0,PRIORIDADE_ALTA,77.0,Análise documental e elegibilidade,"Estudos que abordem triagem documental, elegibilidade, análise de documentos médicos, validação de atestados ou processos de decisão sobre incapacidade.",,"O título indica análise qualitativa de certificados médicos de incapacidade, diretamente relacionada a documentação médica e avaliação de incapacidade. Mesmo sem resumo, há aderência aparente forte ao eixo de análise documental.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
pubmed:30228222,Acting by persuasion- values and rhetoric in medical certificates of work incapacity: A qualitative document analysis.,Aarseth G; Natvig B; Engebretsen E; Lie AK,2019,Medical humanities,10.1136/medhum-2018-011496,https://pubmed.ncbi.nlm.nih.gov/30228222/,,,pubmed,pubmed:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_2; pubmed:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_3,0.0,CONCLUIDA,76.0,PRIORIDADE_ALTA,84.0,Análise documental e elegibilidade,"Análise documental qualitativa de certificados médicos de incapacidade para o trabalho, diretamente ligada à validação documental e decisão sobre incapacidade.",Nenhum critério de exclusão claramente aplicável pelo título.,"O título indica análise qualitativa de documentos médicos de incapacidade laboral. Tem forte pertinência ao eixo de análise documental, conteúdo dos atestados e possíveis critérios auditáveis de elegibilidade.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
semantic_scholar:dcc0a648dcf5829d05336342d7a2a6a94bc8df2a,Clinician Experiences Assessing Work Disability Related to Mental Disorders,C. Dewa; H. Hees; L. Trojanowski; A. Schene,2015,PLoS ONE,10.1371/journal.pone.0119009,https://www.semanticscholar.org/paper/dcc0a648dcf5829d05336342d7a2a6a94bc8df2a,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0119009&type=printable,"Objective Medical certification is one of the basic administrative mechanisms used by social policies aimed at income protection. The assessment of work disability is central to the income protection application. Yet, there is evidence suggesting that determining work disability related to mental disorders is challenging. Although essential to the disability application process, few studies have looked at physician and other clinician experiences with the process. However, this type of information is critical to developing processes to support providers who participate in the assessments. This purpose of this paper is to explore the experiences of physicians and other clinicians assessing public long-term work disability related to mental disorders. Methods This is an exploratory and descriptive study using qualitative methods. Clinician input was gathered through focus groups and individual in-depth interviews. Verbatim transcripts were analyzed to identify recurrent and significant themes that arose during the focus groups and individual interviews. Results Many of the experiences that the clinicians in this sample discussed related to the difficulty of trying to fill the roles of advocate and medical expert as well as the challenge of determining the impact of functional capacity and work ability. The findings also highlight the current gap in knowledge about the factors that affect successful functioning in general and at work in particular. Conclusions Given the challenges created by the current state of knowledge, it may be useful to consider a category of “partial disability”. In addition, the fact that work disability depends on the interaction between the experience of the mental disorder and specific job requirements and the fact that people applying for public long-term disability are not working, it might be helpful to offer a clear description and guidelines of the meaning of work ability.",core; semantic_scholar,core:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_3; semantic_scholar:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_3,0.0,CONCLUIDA,74.0,PRIORIDADE_ALTA,86.0,Benefícios por incapacidade e avaliação médico-pericial,Estudo empírico qualitativo sobre experiências de clínicos na avaliação de incapacidade laboral para políticas públicas de proteção de renda.,Não há exclusão aparente pelos metadados.,"O resumo aborda diretamente a avaliação de incapacidade laboral como mecanismo administrativo de proteção de renda e explora dificuldades do processo de certificação. Pode informar desenho de apoio decisório, critérios e riscos na avaliação, especialmente em casos complexos.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
semantic_scholar:b8f321c6f44534309da8d37e35b21ccb03853566,Moral Hazard and Claims Deterrence in Private Disability Insurance,David H. Autor; M. Duggan; J. Gruber,2014,,10.1257/app.6.4.110,https://www.semanticscholar.org/paper/b8f321c6f44534309da8d37e35b21ccb03853566,https://doi.org/10.3386/w18172,"We provide a detailed analysis of the incidence, duration and determinants of claims made on private Long Term Disability (LTD) policies using a database of approximately 10,000 policies and 1 million workers from a major LTD insurer. We document that LTD claims rates are much lower than claims rates on the public analogue to LTD, the Social Security Disability Insurance program, yet LTD policies have a much higher return-to-work rate among initial claimants. Nevertheless, our analysis indicates that the impact of moral hazard on LTD claims is substantial. Using within firm, over time variation in plan parameters, we find that a higher replacement rate and a shorter waiting time to benefits receipt--also known as the Elimination Period or EP--significantly increase the likelihood that workers claim LTD. About sixty percent of the effect of a longer EP is due to censoring of shorter claims, while the remainder is due to deterrence: workers facing a longer EP are less likely to claim benefits for impairments that would lead to a only a brief period of LTD receipt. This deterrence effect is equally large among high and low-income workers, suggesting that moral hazard rather than liquidity underlies the behavioral response. Consistent with this interpretation, the response of LTD claims to plan parameters is driven primarily by the behavior of the healthiest disabled, those who would return to work after receiving LTD.",semantic_scholar,semantic_scholar:capacidade_filas_alocacao:capacidade_filas_alocacao_1,0.0,CONCLUIDA,74.0,PRIORIDADE_ALTA,84.0,Benefícios por incapacidade e avaliação médico-pericial,"Analisa sinistros em seguro privado de incapacidade de longo prazo, duração, determinantes, período de espera para recebimento e dissuasão de pedidos, com interface com controle e desenho de incentivos.","Não há indicação explícita de avaliação médico-pericial, triagem documental ou modalidades remotas de avaliação.","Relevante por tratar de disability insurance, waiting period, comportamento de requerimento e risco moral, temas úteis para critérios auditáveis, controle e desenho do fluxo, ainda que em seguro privado e sem foco operacional pericial explícito.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
pubmed:30428268,The Uneven Foci of Work Disability Research Across Cause-based and Comprehensive Social Security Systems.,MacEachen E; Varatharajan S; Du B; Bartel E; Ekberg K,2019,"International journal of health services : planning, administration, evaluation",10.1177/0020731418809857,https://pubmed.ncbi.nlm.nih.gov/30428268/,https://journals.sagepub.com/doi/pdf/10.1177/0020731418809857,,pubmed,pubmed:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_3,0.0,CONCLUIDA,74.0,PRIORIDADE_ALTA,73.0,Benefícios por incapacidade e avaliação médico-pericial,"Estudos empíricos, avaliações de política pública, estudos de caso institucionais, revisões sistemáticas, revisões de escopo ou relatórios técnicos com evidência útil para a pergunta de pesquisa.",,"O título aborda pesquisa sobre incapacidade laboral em diferentes sistemas de seguridade social, sugerindo análise comparada institucional relevante para desenho de fluxos e benefícios por incapacidade.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
openalex:https://openalex.org/W2161815684,Regional trends in awards of incapacity benefit by cause,Anna Cattrell; E Clare Harris; K Palmer; M. Kim; Mansel Aylward; David Coggon,2011,Occupational Medicine,10.1093/occmed/kqr008,https://doi.org/10.1093/occmed/kqr008,https://academic.oup.com/occmed/article-pdf/61/3/148/4346980/kqr008.pdf,"BACKGROUND: Since the early 1990s, rates of incapacity benefit (IB) in Britain for musculoskeletal complaints have declined, and they have been overtaken by mental and behavioural disorders as the main reason for award of IB. AIMS: To explore reasons for this change. METHODS: Using data supplied by the Department for Work and Pensions, we analysed trends in the ratio of new IB awards for mental and behavioural disorders to those for musculoskeletal disorders during 1997-2007 by Government region. RESULTS: In Great Britain overall, the above ratio more than doubled over the study period, as a consequence of falling numbers of new awards for musculoskeletal disorders. The extent to which the ratio increased was smallest in London (50%) and South-East England (56%), and was progressively larger in more northerly regions (>150% in North-East England and Scotland). CONCLUSIONS: The differences in trends between regions seem too large to be explained by differential changes in working conditions, patterns of employment or the rigour with which claims were assessed. An alternative explanation could be that the main driver for the trends has been culturally determined changes in health beliefs and expectations, and that these cultural changes began in London and the South-East, only later spreading to other parts of Britain.",openalex,openalex:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_2,0.0,CONCLUIDA,72.0,PRIORIDADE_ALTA,89.0,Benefícios por incapacidade e avaliação médico-pericial,"Estudos que analisem benefícios por incapacidade, afastamento por doença, seguro por incapacidade, certificação médica ou avaliação médico-pericial; Estudos que discutam acesso territorial, equidade, barreiras geográficas ou desigualdades de acesso à avaliação médico-pericial.",Nenhum critério de exclusão claramente aplicável com base em título e resumo.,"Analisa tendências regionais em concessões de incapacity benefit por causa e discute possível rigor na avaliação de pedidos. Tem aderência relevante aos eixos de benefícios por incapacidade, variação territorial e processos de avaliação.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
crossref:10.4103/jfmpc.jfmpc_692_21,"International Classification of Functioning, Disability, and Health augmented by telemedicine and artificial intelligence for assessment of functional disability",Vasudeva; Sheikh; Sahu,2021,Journal of Family Medicine and Primary Care,10.4103/jfmpc.jfmpc_692_21,https://doi.org/10.4103/jfmpc.jfmpc_692_21,https://doi.org/10.4103/jfmpc.jfmpc_692_21,"The concept of functional disability is aligned with the biopsycho-social model of disability. However, there are reasons why the antiquated measurement of medical impairment continues to be in use. We propose solutions for a fairer process using the International Classification of Functioning, Disability, and Health (ICF) at the level of the medical boards augmented by telemedicine and artificial intelligence (AI). The proposed technologies (Level 1 and Level 2 AI) need to be tried in pilot projects. It will accomplish two goals, the first being the measurement of disability and not merely the impairment. Second, and perhaps more importantly, making the process more transparent in creating a “just” society.",crossref; openalex; semantic_scholar,crossref:telepericia_avaliacao_remota:telepericia_avaliacao_remota_2; openalex:telepericia_avaliacao_remota:telepericia_avaliacao_remota_2; semantic_scholar:telepericia_avaliacao_remota:telepericia_avaliacao_remota_2,0.0,CONCLUIDA,72.0,PRIORIDADE_ALTA,84.0,Teleperícia e avaliação remota,"Discute avaliação de deficiência/funcionalidade com ICF em medical boards, augmentada por telemedicina e IA, com ênfase em transparência do processo.","Pode ser artigo conceitual/propositivo, sem evidência empírica robusta explícita no resumo.","O resumo menciona explicitamente assessment of functional disability no nível de medical boards, uso de telemedicina e IA, transparência e justiça do processo. Há aderência clara aos eixos de avaliação remota, qualidade decisória e controle, ainda que a natureza pareça mais propositiva do que empírica.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
semantic_scholar:f2c4102a8b873d5fa019022890b47e88f17f9fb1,756 ‘predicted sickness absence from employment compared with department of social protection guidelines for closed certification with common health problems’,N. Kononenko; E. Loftus; D. Whelan,2018,,10.1136/oemed-2018-icohabstracts.216,https://www.semanticscholar.org/paper/f2c4102a8b873d5fa019022890b47e88f17f9fb1,https://oem.bmj.com/content/oemed/75/Suppl_2/A75.2.full.pdf,"Introduction Prolonged absence from work may cause deterioration in the patient‘s health and wellbeing and threaten job security. The Department of Social Protection issued Guidelines for Closed Certification in September 2015 to assist medical certifiers of sickness absence. These Guidelines have been complied for use in an Irish context with regard to evidence-based protocols on various health problems, which were developed by DSP, and also with reference to the Official Disability Guidelines 2013, to The Medical Disability Advisor: Workplace Guidelines for Disability Duration 2009. Methods This was an observational study. A questionnaire survey emailed to Consultants and HST trainees of different specialties to explore their opinion on predicted duration of sickness absence with different medical conditions and interventions. 71 Consultants and HST trainees from different Medical Specialties and 32 Consultants and HST trainees in Occupational Medicine responded to a survey. The response rate was 29% from Medical Specialists and 44% from Occupational Medicine Specialists. Results According to this survey 60% of Physicians and 44% of Occupational Health Physicians are not familial with Closed Certification Guidelines. Medical specialist’s opinion coincides with Guidelines in 4%–93%, Occupational Medicine Specialists in 4%–100%. The agreement with Guidelines is in responses about less serious (infectious) conditions in both groups, disagreement with Guidelines in responses about more serious medical conditions (cardiac, pneumonia, asthma). There is a trend to predict shorter time for recovery then recommended by Guidelines in both groups. There is no significant difference in predicted absence agreed with Guidelines recommendations among two groups. Discussion This study compared the opinion of specialists in predicting duration of sickness absence with durations laid down in ‘Closed Certification Guidelines for General Practitioners’ Not all clinician’s opinion coincides with recommended by Closed Certification Guidelines. More than half of participants were not aware about Closed Certification Guidelines.",semantic_scholar,semantic_scholar:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_3,0.0,CONCLUIDA,72.0,PRIORIDADE_ALTA,79.0,Benefícios por incapacidade e avaliação médico-pericial,"Estudo sobre certificação de afastamento por doença e diretrizes para duração/fechamento de certificação, com potencial relação com decisão sobre incapacidade e elegibilidade.","Não aborda explicitamente fluxo entre análise documental, teleperícia e perícia presencial; foco pode estar mais em opinião de especialistas sobre duração do afastamento.","Título e resumo indicam estudo observacional sobre sickness absence certification comparada a diretrizes do Department of Social Protection, com relação direta a certificação médica e decisão sobre afastamento. Há aderência ao eixo de avaliação/certificação, embora a conexão com redesenho operacional do fluxo seja indireta.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
crossref:10.1186/2193-9004-3-1,How do people with disabilities cope while waiting for disability insurance benefits?,Coe; Lindner; Wong; Wu,2014,IZA Journal of Labor Policy,10.1186/2193-9004-3-1,https://doi.org/10.1186/2193-9004-3-1,https://doi.org/10.1186/2193-9004-3-1,"Abstract Disability Insurance waiting time varies from a few months to several years. We estimate the causal effect of longer waiting times on the use of five financial coping strategies. We find that SNAP benefits are the most responsive to longer waiting times. Moreover, while spousal employment is not responsive to longer wait times, spousal employment leads to longer waiting times, presumably because these applicants are more able to appeal. Together, these results suggest that coping strategies are used to both help applicants during the wait time and to extend the waiting time and increase their probability of success. JEL Classification Code H53; J08; I3",core; crossref; semantic_scholar,core:capacidade_filas_alocacao:capacidade_filas_alocacao_1; crossref:capacidade_filas_alocacao:capacidade_filas_alocacao_1; semantic_scholar:capacidade_filas_alocacao:capacidade_filas_alocacao_1,0.0,CONCLUIDA,68.0,PRIORIDADE_ALTA,89.0,"Capacidade, filas e alocação de serviços","Estudos que analisem benefícios por incapacidade, afastamento por doença, seguro por incapacidade, certificação médica ou avaliação médico-pericial; estudos que analisem capacidade operacional, filas, tempo de espera, produtividade, priorização de casos, alocação de profissionai…",,"Título e resumo tratam diretamente de tempo de espera por benefícios de seguro por incapacidade e seus efeitos sobre estratégias de enfrentamento. Embora não foque explicitamente no desenho do fluxo pericial, oferece evidência relevante sobre waiting time em sistema de benefícios por incapacidade.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
openalex:https://openalex.org/W2150738744,NICE guidance on long-term sickness and incapacity,Mark Gabbay; Lorraine C. Taylor; Linda Sheppard; Jim Hillage; Clare Bambra; Fiona Ford; Richard Preece; Nichole Taske; Michael P. Kelly,2011,British Journal of General Practice,10.3399/bjgp11x561221,https://doi.org/10.3399/bjgp11x561221,https://bjgp.org/content/bjgp/61/584/e118.full.pdf,"Long-term sickness absence and incapacity benefits (disability pension) rates have increased across industrialised countries. Effective measures are needed to support return to work. The recommendations of this guidance were informed by the most appropriate available evidence of effectiveness and cost-effectiveness. Public health evidence was provided by research using a variety of study designs that attempted to determine the outcome of a particular intervention by evaluating status before and after the intervention had been effected, and was not limited to randomised control trials. Where the evidence base was depleted or underdeveloped, expert witnesses were called to give their opinion on the best available evidence and emerging interventions. The process enabled challenge and contestability from stakeholder groups at different points as the guidance was developed. Forty-five heterogeneous studies were included in the review of interventions to reduce long-term sickness absence and transitions from short-term to long-term absence (mainly covering the former and also mainly examining musculoskeletal conditions). The analysis of evidence was restricted to descriptive synthesis. Three general themes emerged from an analysis of the studies that were more likely to report positive results: early interventions; multidisciplinary approaches; and interventions with a workplace component. Two further reviews were undertaken, one on interventions to reduce the re-occurrence of sickness absence, which identified seven studies on lower back pain, and concluded that early intervention and direct workplace input are important factors. The final evidence review focused on six studies of interventions for those in receipt of incapacity benefit. The evidence was that work-focused interviews coupled with access to tailored support are effective and cost-effective interventions. Practitioners should consider the impact of interventions and management options on work ability for patients of working age. Work ability should be considered a key outcome for future intervention studies.",openalex,openalex:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_2,0.0,CONCLUIDA,68.0,PRIORIDADE_ALTA,87.0,Benefícios por incapacidade e avaliação médico-pericial,"Estudos que analisem benefícios por incapacidade, afastamento por doença, seguro por incapacidade, certificação médica ou avaliação médico-pericial; Estudos empíricos, avaliações de política pública, revisões ou relatórios técnicos com evidência útil para a pergunta de pesquisa.",Nenhum critério de exclusão claramente aplicável com base em título e resumo.,"Trata explicitamente de orientação NICE sobre doença de longa duração e incapacidade, incluindo revisão de intervenções e processo de formulação de recomendações. Embora focado em retorno ao trabalho, é potencialmente útil para desenho institucional e critérios baseados em evidência.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
pubmed:21833916,[Evaluation of work capacity and issuance of a work disability certificate].,Coggon D; Palmer KT,2011,Praxis,10.1024/1661-8157/a000628,https://pubmed.ncbi.nlm.nih.gov/21833916/,,,pubmed,pubmed:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_3,0.0,CONCLUIDA,78.0,REVISAR_HUMANO,73.0,Benefícios por incapacidade e avaliação médico-pericial,"Estudos que analisem benefícios por incapacidade, afastamento por doença, seguro por incapacidade, certificação médica ou avaliação médico-pericial.",,"Título aponta diretamente para avaliação da capacidade laboral e emissão de certificado de incapacidade para o trabalho, tema central da revisão. Sem resumo, não é possível confirmar escopo administrativo, pericial ou contribuição para desenho de fluxo.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
semantic_scholar:636fe1dd5e609094a973ee08e1136389afc8a362,"The constructive power of informality? Relationships, emotion, and empathy in the administration of social assistance for childhood disability in South Africa.",Zara Trafford,2025,Social Science & Medicine (1967),10.1016/j.socscimed.2025.118211,https://www.semanticscholar.org/paper/636fe1dd5e609094a973ee08e1136389afc8a362,https://doi.org/10.1016/j.socscimed.2025.118211,"Social assistance cash transfers, known locally as grants, are the only regular financial support available to low-income families in South Africa. There are two broad categories: poverty alleviation and disability-related grants. All disability-related grants are linked with the public sector health system, because only medical doctors are permitted to conduct the required assessments. This article reflects on a three-year qualitative study of the perspectives of stakeholders around the central focus of the Care Dependency Grant for primary caregivers of disabled children. In this article, various framings of disability-related grants are unpacked, with a specific focus on the gatekeeping practices of frontline social security officials in South Africa. I situate their behaviours within local and global conversations about systems for disability benefits assessment and distribution, which increasingly aim to suppress bureaucratic ""emotionality"" for fear that this produces subjective - and thus, unfair - decision-making. The latter imperative is intensified in South Africa because of justified concerns about corruption. In an under-resourced bureaucracy catering to a large population, however, high levels of informality are likely to persist. Building on Rupert Hodder's concept of positive informality, I share examples of ""constructive"" informality from the abovementioned study and argue for the importance of closely examining and learning from these instances. I conclude by suggesting that instead of trying to suppress their humanity, public servants' engagement with the populace could be enhanced by investing in their professional development toward increased empathy and relationship-building. This might be an untapped complementary approach to improving social justice in redistributive efforts.",semantic_scholar,semantic_scholar:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_1,1.0,CONCLUIDA,76.0,REVISAR_HUMANO,78.0,"Equidade territorial, qualidade e controle","Discussão de administração de assistência social por deficiência, práticas de gatekeeping, subjetividade, equidade e corrupção no sistema de avaliação.","Não aborda explicitamente teleperícia, análise documental ou capacidade operacional.","Estudo qualitativo sobre concessão de benefícios por deficiência na África do Sul, com foco em práticas de gatekeeping, justiça decisória e controle/corrupção. Relevante para qualidade, equidade e desenho institucional, ainda que não operacionalize fluxo.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
semantic_scholar:f854bb67fbb1885b831ece54c56d148e7ab82441,The assessment of capacity limitations in psychiatric work disability evaluations by the social functioning scale Mini-ICF-APP,T. Rosburg; R. Kunz; B. Trezzini; Urban Schwegler; J. Jeger,2021,BMC Psychiatry,10.1186/s12888-021-03467-w,https://www.semanticscholar.org/paper/f854bb67fbb1885b831ece54c56d148e7ab82441,https://bmcpsychiatry.biomedcentral.com/track/pdf/10.1186/s12888-021-03467-w,"Objective Insurers frequently commission medical experts to estimate the degree of the remaining work capacity (RWC) in claimants for disability benefits. The social functioning scale Mini-ICF-APP allows for a rating of activity and participation limitations in thirteen capacity domains, considered as particularly relevant for work ability. The current study sought to evaluate the role of the Mini-ICF-APP ratings in psychiatric work disability evaluations, by examining how the capacity limitation ratings varied with the claimants’ primary psychiatric diagnoses and how the ratings were related to RWC estimates. Methods Medical experts estimated the RWC of 946 claimants with mental disorders and rated their activity and participation limitations using the Mini-ICF-APP, with higher ratings reflecting more severe limitations. The ratings were compared between claimants with different psychiatric diagnoses by analyses of variance. The mean Mini-ICF-APP rating across all capacity domains as well as all capacity-specific ratings were entered in simple or multiple regression models to predict the RWC in an alternative job. Results The Mini-ICF-APP capacity limitation ratings in all domains but mobility were higher for claimants with personality and behavior disorders as compared to those with mood disorders or with neurotic, stress-related and somatoform disorders. The largest differences were observed in social capacities (e.g. group integration: F 2, 847 = 78.300, P 16.393, all Ps < 0.001). In the overall sample, the mean Mini-ICF-APP rating showed a strong negative correlation with the estimated RWC (r = −.720, P < 0.001). Adding the capacity-specific ratings to the prediction model improved this prediction only marginally. Discussion The Mini-ICF-APP allows for documenting claimants’ activity and participation limitations, which is likely to increase the transparency of medical experts’ RWC estimates and enables them to check the plausibility of such estimates. However, our study showed that despite the strong association between RWC and Mini-ICF-APP ratings, half of the RWC variance was unrelated to the capacity limitations documented in the Mini-ICF-APP.",semantic_scholar,semantic_scholar:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_1,0.0,CONCLUIDA,74.0,REVISAR_HUMANO,80.0,Benefícios por incapacidade e avaliação médico-pericial,"Estudo sobre avaliações de incapacidade laboral para benefícios, estimativa de capacidade residual de trabalho e uso de escala estruturada por peritos.","Não aborda explicitamente teleperícia, análise documental ou gestão de filas.",Resumo diretamente ligado a avaliações periciais de incapacidade laboral para seguradoras/benefícios e à relação entre limitações funcionais e capacidade residual de trabalho. Pode informar qualidade e padronização decisória.,PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
pubmed:7977918,Occupational impairment and disability among applicants for Social Security disability benefits in Pennsylvania.,Bresnitz EA; Frumkin H; Goldstein L; Neumark D; Hodgson M; Needleman C,1994,American journal of public health,10.2105/ajph.84.11.1786,https://pubmed.ncbi.nlm.nih.gov/7977918/,,,pubmed,pubmed:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_1,0.0,CONCLUIDA,74.0,REVISAR_HUMANO,72.0,Benefícios por incapacidade e avaliação médico-pericial,"Aborda candidatos a benefícios por incapacidade da Social Security, potencialmente relevante para perfil dos requerentes e avaliação ocupacional.","Pode focar apenas em perfil epidemiológico dos candidatos, sem analisar processo decisório ou fluxo pericial.","O título menciona comprometimento ocupacional e deficiência entre solicitantes de benefícios por incapacidade da seguridade social. Há aderência temática ao universo de benefícios por incapacidade, mas o resumo ausente impede saber se contribui para desenho de fluxo, elegibilidade ou gestão.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
crossref:10.1017/idm.2014.58,Patterns of healthcare service utilisation by injured workers following medical certification,Ruseckaite,2014,International Journal of Disability Management,10.1017/idm.2014.58,https://doi.org/10.1017/idm.2014.58,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0E71538DACDC35216815859F8D5C2B4D/S1833855014000589a.pdf/div-class-title-patterns-of-healthcare-service-utilisation-by-injured-workers-following-medical-certification-div.pdf,"Background : Medical certification of injured workers is a routine occurrence in most General Practitioners (GPs) offices. GPs play an important role in return-to-employment after a work-related injury. Objectives : To examine patterns of healthcare service utilisation (HSU) in injured workers by condition and type of medical certificate issued by the GP at the initial consultation. Methods : Zero-inflated negative binomial regression (ZINB) was conducted for major healthcare services accessed by injured workers over the 12-month period post-initial medical examination. Services included GP consultations, pharmacy, physiotherapy, occupational rehabilitation, psychology and others. Logistic regression was conducted for hospital and occupational therapy services. All models were adjusted for the injured worker's gender, age, injury type, certification type, occupation and residential location. Findings : HSU differed according to the type of initial medical certificate and worker condition. Compared to other conditions, for unfit for work (UFW) and alternate duties (ALT) certificates, the average number of physiotherapy services was greater in workers with musculoskeletal disorders (MSD), back pains and strains and fractures. In contrast, for both UFW and ALT certificates, the mean number of psychological services was greater in mental health conditions (MHC). Workers suffering from MHCs were more likely to access pharmacy and psychological services. Workers with ALT certificates were more likely to use GPs, pharmacy and physiotherapy services. They were less likely to access occupational rehabilitation, psychology or other services. Discussion : HSU in the 12 months post-initial medical certification varied substantially according to the worker's medical condition, certificate type, occupation, age, gender and residential location. Conclusion : Understanding these socio-demographic characteristics that influence HSU can facilitate more appropriate resource allocation, strategic thinking on optimal use of particular health services and enable better targeting of particular provider groups for more education on the health benefits of RTW and safe work.",crossref,crossref:beneficios_incapacidade_avaliacao_medico_pericial:beneficios_incapacidade_avaliacao_medico_pericial_3,0.0,CONCLUIDA,72.0,REVISAR_HUMANO,79.0,Benefícios por incapacidade e avaliação médico-pericial,"Examina certificação médica de trabalhadores lesionados e padrões de utilização de serviços segundo tipo de certificado, com ajuste por localização residencial.","Não aborda explicitamente fluxo pericial, teleavaliação ou benefícios administrativos; foco principal pode ser utilização assistencial pós-certificação.","Há relação substantiva com certificação médica e possíveis implicações de acesso/uso conforme tipo de certificado. Contudo, o desfecho principal é utilização de serviços de saúde, não necessariamente decisão pericial ou gestão de filas, justificando revisão humana.",PENDENTE,,,NAO_INICIADO,,PENDENTE,,,,,,,,
